year,event_date_start,event_date_end,province,municipality,commodity,disaster_type_raw,disaster_category,disaster_name,area_partially_damaged_ha,area_totally_damaged_ha,area_total_affected_ha,farmers_affected,losses_php_production_cost,losses_php_farm_gate,losses_php_grand_total,sanitation_remarks
2022,2022-10-26,2022-10-30,AKLAN,Ibajay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,58.25,0.0,58.25,117.0,8400.0,578200.0,586600.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Kalibo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,21.4,2.0,23.4,35.0,12000.0,88128.0,100128.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Lezo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,19.7,0.0,19.7,27.0,0.0,308420.0,308420.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Madalag,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,8.24,3.87,12.11,34.0,16650.0,397392.0,414042.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Malay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1.2,0.0,1.2,3.0,0.0,48960.0,48960.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Nabas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,94.5,2.0,96.5,114.0,359972.13,287490.0,647462.13,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Numancia,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,3.05,3.8,6.85,10.0,57000.0,39225.0,96225.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Tangalan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,14.0,0.0,14.0,23.0,26121.6,413600.0,439721.6,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Balete,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.0,95.5,95.5,286.0,0.0,4708150.0,4708150.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Batan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,16.5,0.0,16.5,39.0,12798.0,28899.0,41697.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,Libacao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.0,58.83,58.83,174.0,0.0,2973656.0,2973656.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,AKLAN,New Washington,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,6.26,5.89,12.15,54.0,5400.0,612662.4,618062.4,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Tibiao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,304.88,31.34,336.22,486.0,1526161.71,6504787.5,8030949.21,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Anini-y,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.15,69.17,69.32,114.0,94000.0,2698682.1,2792682.1,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Barbaza,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,253.62,84.85,338.47,457.0,0.0,5635050.0,5635050.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Valderrama,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,253.76,21.58,275.34,533.0,1751904.08,2797327.0,4549231.08,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Tobias Fornier,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,118.8,0.0,118.8,233.0,891721.05,2115620.0,3007341.05,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,San Remigio,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,820.29,72.02,892.31,1633.0,4958077.5,9527196.0,14485273.5,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,San Jose,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,873.4,0.0,873.4,487.0,6384048.78,3770208.0,10154256.78,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Patnongon,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1262.31,787.04,2049.35,3065.0,17069382.35,30743559.0,47812941.35,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Hamtic,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,7.5,277.63,285.13,294.0,3138454.17,7113210.0,10251664.17,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Sebaste,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,14.25,4.0,18.25,80.0,23301.28,209825.0,233126.28,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Pandan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,41.61,34.26,75.87,198.0,416200.0,1804209.6,2220409.6,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Sibalom,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,324.15,363.03,687.18,891.0,5397815.0,14200395.0,19598210.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Culasi,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,170.2,66.8,237.0,301.0,1383700.0,1958880.0,3342580.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Belison,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,72.75,0.0,72.75,114.0,442457.14,333000.0,775457.14,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Laua-an,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,96.8,225.87,322.67,400.0,5377844.44,0.0,5377844.44,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ANTIQUE,Bugasong,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,603.66,0.0,603.66,872.0,1063628.57,3380040.0,4443668.57,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Jamindan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,250.0,14.75,264.75,306.0,3234000.0,0.0,3234000.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Pilar,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.0,164.5,164.5,0.0,0.0,2723145.0,2723145.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Dao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,375.0,329.0,704.0,754.0,3890526.32,21219300.0,25109826.32,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,President Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,166.5,0.0,166.5,253.0,1326000.0,2131350.0,3457350.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Mambusao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,537.53,145.15,682.68,881.0,8496575.0,8767780.0,17264355.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Panitan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,98.33,309.27,407.6,1173.0,2610585.0,3191184.0,5801769.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Dumarao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,100.33,328.77,429.1,525.0,2358735.0,13978494.0,16337229.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Sigma,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,843.0,861.0,1704.0,1745.0,28500000.0,33041840.0,61541840.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Ma-ayon,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,637.08,302.42,939.5,1117.0,6030000.0,23517760.0,29547760.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Panay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1110.02,34.15,1144.17,1364.0,24214987.71,15346980.0,39561967.71,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Pontevedra,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,547.25,91.05,638.3,621.0,6104250.0,5966380.0,12070630.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Sapian,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,221.0,501.0,722.0,0.0,2715000.0,25614750.0,28329750.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Dumalag,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1170.5,1500.0,2670.5,2426.0,22500000.0,45883600.0,68383600.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Ivisan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,5.1,38.8,43.9,47.0,621000.0,80112.5,701112.5,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Cuartero,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.0,314.31,314.31,372.0,0.0,15495483.0,15495483.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,City of Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,199.72,848.51,1048.23,1072.0,25466754.55,5994900.0,31461654.55,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,CAPIZ,Tapaz,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,301.34,89.95,391.29,484.0,1401010.56,7646021.25,9047031.81,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,GUIMARAS,Buenavista,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,83.79,57.7,141.49,134.0,1157979.36,179986.8,1337966.16,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,GUIMARAS,Nueva Valencia,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,54.15,11.25,65.4,77.0,442590.2,323750.0,766340.2,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,GUIMARAS,Jordan ,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,83.58,11.75,95.33,108.0,0.0,3285306.0,3285306.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,GUIMARAS,San Lorenzo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,174.63,18.49,193.12,231.0,1028667.6,1805827.4,2834495.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,GUIMARAS,Sibunag,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,318.15,0.0,318.15,683.0,1132085.56,939086.25,2071171.81,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,City of Passi,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1105.05,101.5,1206.55,1529.0,7494297.3,25338237.5,32832534.8,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Lemery,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,682.3,0.0,682.3,661.0,3900540.0,0.0,3900540.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Barotac Viejo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,801.99,0.0,801.99,676.0,982589.46,146580.0,1129169.46,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Zarraga,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,83.83,205.8,289.63,276.0,3717700.41,1124515.0,4842215.41,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Calinog,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,440.95,11.35,452.3,592.0,8743085.14,4781715.2,13524800.34,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,San Rafael,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,618.45,0.0,618.45,626.0,10840070.31,1949220.0,12789290.31,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Lambunao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,934.4,206.45,1140.85,1517.0,7067557.5,10662036.0,17729593.5,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Cabatuan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,338.35,0.0,338.35,391.0,3102682.64,4524057.0,7626739.64,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Balasan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,481.58,0.0,481.58,432.0,4217970.0,3761377.5,7979347.5,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Batad,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,372.7,30.0,402.7,416.0,3505816.16,1265784.0,4771600.16,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Anilao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1194.0,0.0,1194.0,1051.0,19014392.52,6678560.0,25692952.52,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Dingle,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,1052.26,681.15,1733.41,2334.0,25093764.05,18683242.2,43777006.25,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Sara,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,864.8,100.0,964.8,1112.0,6882141.67,3860050.0,10742191.67,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Guimbal,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,30.77,0.0,30.77,63.0,6069.44,276911.6,282981.04,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,New Lucena,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,324.95,94.05,419.0,391.0,3095521.88,2712320.0,5807841.88,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Tubungan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,197.44,2.7,200.14,566.0,123087.89,6647722.5,6770810.39,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Miagao,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,388.64,36.1,424.74,778.0,1515146.4,7723851.8,9238998.2,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,San Joaquin,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,457.32,0.0,457.32,997.0,3020050.38,10915554.0,13935604.38,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Leon,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,331.3,25.15,356.45,723.0,760689.76,6703924.5,7464614.26,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Igbaras,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,210.46,118.53,328.99,545.0,324165.21,8760850.0,9085015.21,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,San Enrique,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,442.05,12.9,454.95,529.0,3504076.65,4934012.2,8438088.85,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Pototan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,45.05,299.8,344.85,252.0,5153500.0,2520336.0,7673836.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Santa Barbara,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,119.95,105.2,225.15,214.0,1480520.5,3404172.25,4884692.75,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Bingawan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,316.45,17.0,333.45,451.0,2450595.55,9600.0,2460195.55,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Tigbauan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,32.85,192.95,225.8,243.0,2974598.0,1466347.5,4440945.5,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Oton,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,253.4,0.0,253.4,216.0,1247086.67,1933834.0,3180920.67,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Dumangas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,761.0,452.3,1213.3,876.0,7251049.03,5531025.0,12782074.03,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Banate,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,807.52,0.0,807.52,623.0,9807640.11,5802784.0,15610424.11,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Carles,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,156.25,30.5,186.75,157.0,1604010.49,1133200.0,2737210.49,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Duenas,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,603.94,99.64,703.58,713.0,4186735.89,2270367.0,6457102.89,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,San Dionisio,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,485.25,6.0,491.25,412.0,3369293.81,1773600.0,5142893.81,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Maasin,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,21.8,0.0,21.8,45.0,44817.09,322634.0,367451.09,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Leganes,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,66.0,208.33,274.33,248.0,3242120.0,2412816.0,5654936.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,City of Iloilo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.5,5.45,5.95,9.0,68750.0,159210.0,227960.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Mina,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,245.69,76.61,322.3,401.0,5094425.39,1190985.0,6285410.39,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Ajuy,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,355.0,490.65,845.65,671.0,12369500.0,18708500.0,31078000.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Badiangan,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,683.05,0.0,683.05,796.0,7787387.53,3472980.0,11260367.53,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Janiuay,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,291.53,316.05,607.58,692.0,4497668.31,5495427.0,9993095.31,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Pavia,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,4.05,0.0,4.05,4.0,86088.64,0.0,86088.64,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Estancia,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,170.65,0.0,170.65,210.0,1450214.93,578925.0,2029139.93,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Barotac Nuevo,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,244.23,215.89,460.12,334.0,7600733.57,1327394.0,8928127.57,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Concepcion,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,305.25,0.0,305.25,301.0,1247282.12,20800.0,1268082.12,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,Alimodian,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,58.4,8.25,66.65,122.0,123750.0,2117584.0,2241334.0,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,ILOILO,San Miguel,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,102.18,13.75,115.93,149.0,635122.38,2070663.0,2705785.38,"Parsed from 'Month Day-Day, Year' format."
2022,2022-10-26,2022-10-30,NEGROS OCCIDENTAL,Valladolid,Rice,FLOODING / TYPHOON / DRY SPELL,TROPICAL CYCLONE,STS Paeng 2022 (Trough) induced Flooding,0.0,431.8,431.8,342.0,2496816.0,3855804.85,6352620.85,"Parsed from 'Month Day-Day, Year' format."
