year,event_date_start,event_date_end,province,municipality,commodity,disaster_type_raw,disaster_category,disaster_name,area_partially_damaged_ha,area_totally_damaged_ha,area_total_affected_ha,farmers_affected,losses_php_production_cost,losses_php_farm_gate,losses_php_grand_total,sanitation_remarks
2010,2010-11-04,2010-11-04,CAPIZ,Cuartero,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,284.0,26.0,310.0,305.0,283792.09,1203500.0,1487292.09,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Dao,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,577.0,663.0,1240.0,1250.0,5577976.84,6532250.0,12110226.84,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Dumalag,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,95.0,200.0,295.0,95.0,1653378.95,7809875.0,9463253.95,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Jamindan,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,253.0,72.0,325.0,135.0,627119.03,4989450.0,5616569.03,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Dumarao,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,170.0,0.0,170.0,160.0,30989.61,0.0,30989.61,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Ma-ayon,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,330.0,205.0,535.0,540.0,1719535.7,0.0,1719535.7,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Mambusao,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,845.0,702.0,1547.0,1550.0,5950579.36,22279250.0,28229829.36,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Panay,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,565.0,190.0,755.0,760.0,1634605.84,2734700.0,4369305.84,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Sapian,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,615.0,130.0,745.0,760.0,1177692.24,1471750.0,2649442.24,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Sigma,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,645.0,1270.0,1915.0,1920.0,10643373.69,10321825.0,20965198.69,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Panitan,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,525.0,835.0,1360.0,1380.0,6946693.46,4624630.0,11571323.46,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Pontevedra,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,105.0,0.0,105.0,100.0,12584.98,0.0,12584.98,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,City of Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,75.0,20.0,95.0,90.0,180170.32,0.0,180170.32,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Ivisan,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,50.0,0.0,50.0,30.0,15185.19,0.0,15185.19,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Pilar,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,40.0,0.0,40.0,35.0,9718.52,0.0,9718.52,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,President Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,20.0,10.0,30.0,15.0,86332.08,0.0,86332.08,Parsed as a single day event.
2010,2010-11-04,2010-11-04,CAPIZ,Tapaz,Rice,FLOODING / TYPHOON / DRY SPELL,SHEARLINE,Shearline induced Flash Flooding,155.0,35.0,190.0,200.0,315244.44,0.0,315244.44,Parsed as a single day event.
2010,2010-12-09,2010-12-10,CAPIZ,Cuartero,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,499.0,81.0,580.0,575.0,609269.01,1203500.0,1812769.01,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Dao,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,712.0,993.0,1705.0,1760.0,7320104.11,6532250.0,13852354.11,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Dumalag,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,220.0,485.0,705.0,510.0,2435831.58,9609875.0,12045706.58,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Jamindan,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,275.0,175.0,450.0,265.0,627119.03,4989450.0,5616569.03,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Dumarao,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,270.0,0.0,270.0,260.0,52288.31,0.0,52288.31,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Ma-ayon,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,330.0,205.0,535.0,540.0,1719535.7,0.0,1719535.7,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Mambusao,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,1105.0,1162.0,2267.0,1850.0,5950579.36,9338000.0,15288579.36,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Panay,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,635.0,240.0,875.0,870.0,1634605.84,2140200.0,3774805.84,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Sapian,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,640.0,160.0,800.0,820.0,1175333.33,1471750.0,2647083.33,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Sigma,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,721.0,1469.0,2190.0,2200.0,10643373.69,10321825.0,20965198.69,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Pontevedra,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,105.0,0.0,105.0,100.0,12584.98,0.0,12584.98,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Ivisan,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,50.0,0.0,50.0,30.0,15185.19,0.0,15185.19,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Pilar,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,40.0,0.0,40.0,35.0,9718.52,0.0,9718.52,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,President Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,20.0,10.0,30.0,15.0,86332.08,0.0,86332.08,"Parsed from 'Month Day-Day, Year' format."
2010,2010-12-09,2010-12-10,CAPIZ,Tapaz,Rice,FLOODING / TYPHOON / DRY SPELL,ITCZ,Cold Front (Tail-End) induced Flash Flooding,155.0,35.0,190.0,200.0,315244.44,0.0,315244.44,"Parsed from 'Month Day-Day, Year' format."
2010,2009-12-01,2010-03-15,AKLAN,Malinao,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,460.0,1.0,461.0,557.0,8190.0,2847446.0,2855636.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Nabas,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,12.0,0.0,12.0,29.0,0.0,62904.8,62904.8,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Malay,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,114.0,0.0,114.0,250.0,0.0,781960.2,781960.2,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Kalibo,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,1008.0,0.0,1008.0,364.0,0.0,6914174.4,6914174.4,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Makato,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,33.0,0.0,33.0,40.0,0.0,241230.0,241230.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Altavas,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,740.0,0.0,740.0,296.0,0.0,4085466.0,4085466.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Madalag,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,175.0,0.0,175.0,297.0,0.0,966157.5,966157.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,AKLAN,Malinao,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,5.0,5.0,12.0,0.0,120000.0,120000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Culasi,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,89.93,41.93,131.86,191.0,17387.06,3084039.4,3101426.46,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Hamtic,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,388.35,61.0,449.35,573.0,1048130.0,0.0,1048130.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Patnongon,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,11.1,35.4,46.5,68.0,33720.0,1609920.0,1643640.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,San Jose,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,174.5,0.0,174.5,113.0,589594.2,0.0,589594.2,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Barbaza,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,9.5,20.0,29.5,46.0,235932.95,291720.0,527652.95,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Laua-an,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,297.55,10.5,308.05,369.0,271614.6,3117660.0,3389274.6,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Libertad,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,107.5,107.5,622.0,0.0,3862300.0,3862300.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Valderrama,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,35.0,45.0,80.0,110.0,0.0,2843750.0,2843750.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Sibalom,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,126.5,4.5,131.0,37.0,0.0,1835340.0,1835340.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Sebaste,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,133.55,79.81,213.36,275.0,0.0,6858976.8,6858976.8,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Tibiao,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,5.05,2.0,7.05,18.0,0.0,217652.5,217652.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Tobias Fornier,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,10.0,10.0,15.0,0.0,364000.0,364000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Barbaza,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,12.0,4.0,16.0,17.0,203204.0,0.0,203204.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Bugasong,HVC,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,79.0,79.0,109.0,0.0,1025920.0,1025920.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Tobias Fornier,HVC,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,17.0,0.0,17.0,29.0,0.0,142290.0,142290.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,Valderrama,HVC,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,6.1,0.5,6.6,16.0,0.0,110050.0,110050.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ANTIQUE,San Jose,HVC,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,4.0,31.8,35.8,31.0,0.0,858147.5,858147.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Cuartero,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,149.0,255.0,404.0,420.0,1085680.0,5775000.0,6860680.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Dumalag,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,313.0,650.0,963.0,940.0,5569354.47,0.0,5569354.47,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Dumarao,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,560.0,170.0,730.0,740.0,1837023.64,0.0,1837023.64,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Ivisan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,275.0,194.0,469.0,470.0,1800993.33,0.0,1800993.33,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Jamindan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,680.0,230.0,910.0,935.0,2484787.21,0.0,2484787.21,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Ma-ayon,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,820.0,280.0,1100.0,1060.0,2901375.77,0.0,2901375.77,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Mambusao,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,430.0,780.0,1210.0,1220.0,6690713.09,0.0,6690713.09,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Panay,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,345.0,53.0,398.0,540.0,508400.0,1109250.0,1617650.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Panitan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,190.0,60.0,250.0,250.0,644967.27,0.0,644967.27,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Pilar,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,450.0,450.0,470.0,2271400.0,7006500.0,9277900.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Pontevedra,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,326.0,110.0,436.0,960.0,1153122.19,0.0,1153122.19,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,President Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,81.0,50.0,131.0,150.0,500823.2,0.0,500823.2,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Sapian,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,50.0,106.0,156.0,290.0,773953.85,670500.0,1444453.85,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Sigma,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,833.0,260.0,1093.0,1050.0,2818105.71,0.0,2818105.71,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Tapaz,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,184.0,178.0,362.0,470.0,842348.01,3716700.0,4559048.01,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,City of Roxas,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,200.0,50.0,250.0,410.0,559417.3,0.0,559417.3,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Cuartero,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,449.0,255.0,704.0,700.0,3572282.7,0.0,3572282.7,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Dumalag,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,65.0,97.0,162.0,145.0,1203693.83,0.0,1203693.83,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Mambusao,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,6.0,40.0,46.0,60.0,453412.11,0.0,453412.11,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Panitan,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,12.0,36.0,48.0,42.0,416049.94,0.0,416049.94,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Pilar,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,111.0,79.0,190.0,191.0,1051206.86,0.0,1051206.86,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,President Roxas,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,30.0,98.0,128.0,100.0,1117836.52,0.0,1117836.52,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Ma-ayon,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,390.0,260.0,650.0,550.0,0.0,7371000.0,7371000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,CAPIZ,Pontevedra,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,180.0,75.0,255.0,230.0,0.0,2023500.0,2023500.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,Jordan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,81.25,73.75,155.0,152.0,222750.0,2414850.0,2637600.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,Buenavista,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,534.0,0.0,534.0,560.0,0.0,7369200.0,7369200.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,Nueva Valencia,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,95.0,0.0,95.0,82.0,0.0,912000.0,912000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,San Lorenzo,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,1392.13,95.6,1487.73,1200.0,0.0,6209112.0,6209112.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,Sibunag,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,378.0,0.0,378.0,250.0,0.0,5263008.0,5263008.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,Jordan,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,6.0,6.0,8.0,17850.0,35424.0,53274.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,Sibunag,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,3.0,3.0,20.0,9000.0,45000.0,54000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,GUIMARAS,San Lorenzo,Corn,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,8.0,0.0,8.0,13.0,0.0,192000.0,192000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Tubungan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,195.0,776.0,971.0,994.0,7127560.0,9613500.0,16741060.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Igbaras,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,198.63,198.63,440.0,1824416.55,0.0,1824416.55,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Oton,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,1980.88,1980.88,1088.0,18194382.8,0.0,18194382.8,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,New Lucena,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,427.0,1004.25,1431.25,1156.0,2415655.0,49095513.75,51511168.75,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Barotac Nuevo,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,836.0,709.94,1545.94,406.0,5572539.5,12048920.0,17621459.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Banate,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,220.4,632.3,852.7,471.0,101035.0,35916210.0,36017245.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Dingle,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,644.5,21.5,666.0,637.0,243402.5,17525497.5,17768900.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Santa Barbara,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,79.67,1350.78,1430.45,991.0,6680250.5,30619039.55,37299290.05,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Cabatuan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,256.6,2904.4,3161.0,3161.0,11306735.0,99390453.0,110697188.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Mina,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,132.0,161.4,293.4,231.0,64295.0,12783200.0,12847495.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Bingawan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,180.75,180.75,229.0,1660188.75,0.0,1660188.75,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Concepcion,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,146.5,160.5,307.0,191.0,2442875.53,0.0,2442875.53,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Ajuy,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,111.6,54.0,165.6,89.0,59702.5,5578150.0,5637852.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Carles,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,1804.42,1804.42,1457.0,8286798.85,11512199.6,19798998.45,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,City of Passi,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,3846.0,1515.0,5361.0,4842.0,9368700.0,126576300.0,135945000.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Guimbal,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,43.5,31.0,74.5,94.0,0.0,3396262.5,3396262.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Tigbauan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,561.64,561.64,748.0,0.0,25239280.0,25239280.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Leganes,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,421.05,421.05,565.0,0.0,2420900.0,2420900.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Leon,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,517.0,504.5,1021.5,935.0,517.0,47857540.0,47858057.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,San Miguel,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,0.0,117.0,117.0,110.0,0.0,7074405.0,7074405.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Pototan,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,1872.97,713.2,2586.17,602.0,0.0,88993019.2,88993019.2,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Anilao,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,266.5,300.0,566.5,518.0,0.0,23582800.0,23582800.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,San Enrique,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,970.5,757.5,1728.0,2074.0,0.0,57223597.5,57223597.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Dumangas,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,1115.0,2528.6,3643.6,2383.0,0.0,153536730.0,153536730.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Zarraga,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,1352.9,499.7,1852.6,963.0,0.0,66466985.0,66466985.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,San Dionisio,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,272.62,306.99,579.61,430.0,0.0,21409902.5,21409902.5,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Pavia,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,147.25,102.5,249.75,153.0,0.0,10066625.0,10066625.0,Start date assumed as 1st of month.
2010,2009-12-01,2010-03-15,ILOILO,Duenas,Rice,FLOODING / TYPHOON / DRY SPELL,DRY SPELL,El Niño,372.0,0.0,372.0,532.0,0.0,3236400.0,3236400.0,Start date assumed as 1st of month.
